transaction_id,customer_id,date,amount,service_type
T0002036,C00679,10/29/2024,63.27,Transfers
T0002037,C02271,6/8/2024,22.53,Bills
T0002038,C00080,5/1/2024,68.24,Bills
T0002039,C02421,9/21/2024,61.97,Airtime
T0002040,C02503,3/2/2025,32.17,Savings
T0002041,C01865,12/24/2024,127.15,Transfers
T0002042,C00866,1/17/2025,25.63,Transfers
T0002043,C02361,2/5/2025,44.45,Savings
T0002044,C00903,4/3/2024,15.3,Lending
T0002045,C02360,3/16/2025,145.15,Transfers
T0002046,C00336,1/16/2025,31.46,Savings
T0002047,C01093,2/23/2025,31.35,Transfers
T0002048,C01918,2/11/2025,73.73,Transfers
T0002049,C01480,10/21/2024,19.61,Airtime
T0002050,C00558,1/18/2024,56.74,Lending
T0002051,C00601,9/29/2024,124.44,Savings
T0002052,C01425,11/7/2024,29.16,Lending
T0002053,C02118,5/16/2025,152.41,Transfers
T0002054,C02450,8/30/2024,39.96,Lending
T0002055,C02087,6/28/2024,36.97,Savings
T0002056,C01512,5/8/2025,33.46,Savings
T0002057,C01601,8/26/2024,97.9,Transfers
T0002058,C02669,4/12/2025,97.34,Airtime
T0002059,C00525,4/30/2024,34.62,Transfers
T0002060,C02684,11/16/2024,38.66,Airtime
T0002061,C02747,1/14/2025,58.83,Airtime
T0002062,C01894,6/23/2025,5.62,Transfers
T0002063,C01051,5/27/2024,49.3,Lending
T0002064,C02932,3/26/2025,42.29,Bills
T0002065,C01324,2/27/2024,85.49,Savings
T0002066,C00230,3/29/2025,106.82,Bills
T0002067,C00749,7/12/2024,57.91,Transfers
T0002068,C02622,5/14/2024,27.01,Transfers
T0002069,C00078,1/29/2025,51.74,Bills
T0002070,C01606,2/6/2025,27.24,Transfers
T0002071,C01537,2/21/2024,61.33,Bills
T0002072,C00294,8/7/2024,29.88,Transfers
T0002073,C02873,1/10/2024,103.18,Bills
T0002074,C00822,2/13/2024,34.59,Savings
T0002075,C00157,12/8/2024,9.99,Bills
T0002076,C01041,5/12/2025,78.71,Savings
T0002077,C01745,4/16/2025,54.35,Transfers
T0002078,C00971,5/31/2024,90.04,Bills
T0002079,C02478,9/11/2024,35.34,Transfers
T0002080,C01745,2/1/2024,61.13,Airtime
T0002081,C02925,2/4/2024,73.21,Transfers
T0002082,C00943,6/15/2024,50,Savings
T0002083,C01432,6/16/2025,81.31,Lending
T0002084,C02052,6/2/2024,45.5,Lending
T0002085,C02884,2/22/2025,25.47,Bills
T0002086,C00964,4/19/2025,76.52,Airtime
T0002087,C01418,3/12/2025,98.57,Transfers
T0002088,C00044,6/23/2024,40.16,Airtime
T0002089,C01483,4/4/2024,52.46,Savings
T0002090,C01222,4/10/2024,31.84,Bills
T0002091,C01535,2/13/2025,93.2,Savings
T0002092,C01277,5/18/2025,46.79,Transfers
T0002093,C01371,1/13/2025,24.22,Airtime
T0002094,C01874,5/27/2025,78.47,Transfers
T0002095,C01356,5/20/2025,38.97,Airtime
T0002096,C00794,3/2/2025,43.83,Lending
T0002097,C02602,8/30/2024,36.37,Savings
T0002098,C01900,11/26/2024,72.58,Airtime
T0002099,C00873,2/7/2025,180.92,Savings
T0002100,C02546,11/10/2024,78.74,Airtime
T0002101,C00023,2/14/2024,74.72,Bills
T0002102,C01539,3/4/2024,91.63,Bills
T0002103,C01502,4/13/2024,80.48,Bills
T0002104,C02744,3/8/2025,171.07,Lending
T0002105,C02320,10/11/2024,10.55,Transfers
T0002106,C00873,4/1/2024,95.05,Bills
T0002107,C00357,11/11/2024,16.48,Bills
T0002108,C00064,4/9/2024,24.37,Lending
T0002109,C01758,12/22/2024,92.55,Bills
T0002110,C01497,2/16/2024,190.48,Airtime
T0002111,C02417,7/5/2024,49.88,Bills
T0002112,C01198,10/9/2024,108.42,Lending
T0002113,C01455,2/28/2024,44.27,Savings
T0002114,C01150,8/19/2024,101.81,Lending
T0002115,C00265,3/22/2024,189.06,Bills
T0002116,C00996,9/23/2024,34.7,Lending
T0002117,C02932,11/6/2024,69.8,Airtime
T0002118,C01700,3/3/2024,109.09,Airtime
T0002119,C02316,4/27/2024,63.54,Savings
T0002120,C01720,3/26/2024,80.02,Airtime
T0002121,C00282,10/15/2024,78.28,Transfers
T0002122,C02361,6/9/2024,29.12,Bills
T0002123,C02238,6/28/2025,72.13,Transfers
T0002124,C01972,5/24/2024,88.47,Transfers
T0002125,C00146,1/17/2024,249.54,Bills
T0002126,C00038,11/19/2024,43.8,Transfers
T0002127,C00736,2/2/2024,39.12,Bills
T0002128,C02668,6/18/2024,92.5,Airtime
T0002129,C02527,5/28/2025,54.94,Bills
T0002130,C02376,5/24/2025,44.56,Lending
T0002131,C00014,8/4/2024,144.22,Transfers
T0002132,C01783,2/3/2025,106.87,Bills
T0002133,C01351,5/2/2025,32.87,Airtime
T0002134,C02572,6/27/2025,38.54,Bills
T0002135,C00792,4/24/2025,60.66,Lending
T0002136,C01165,12/25/2024,32.48,Lending
T0002137,C00384,11/4/2024,62.19,Airtime
T0002138,C00720,2/2/2024,80.62,Transfers
T0002139,C01365,4/6/2025,73.55,Bills
T0002140,C01748,3/21/2024,26.65,Transfers
T0002141,C00217,12/4/2024,64.96,Transfers
T0002142,C01810,3/22/2025,117.86,Transfers
T0002143,C01575,4/10/2024,79.5,Transfers
T0002144,C02432,1/16/2024,100.82,Transfers
T0002145,C02614,7/2/2024,61.61,Bills
T0002146,C02314,5/5/2025,54.13,Airtime
T0002147,C02058,6/25/2025,52.26,Savings
T0002148,C00934,4/3/2024,47.31,Bills
T0002149,C00177,4/19/2025,120.34,Bills
T0002150,C01486,3/15/2025,30.06,Transfers
T0002151,C01383,2/18/2024,157.83,Bills
T0002152,C02172,12/26/2024,16.77,Bills
T0002153,C02403,12/28/2024,45.48,Lending
T0002154,C00797,10/22/2024,65.63,Bills
T0002155,C02711,11/26/2024,72.37,Transfers
T0002156,C02765,11/22/2024,29.03,Bills
T0002157,C02291,1/17/2024,83.35,Bills
T0002158,C02178,6/24/2024,56.67,Transfers
T0002159,C00259,1/25/2025,65.55,Airtime
T0002160,C01683,4/6/2024,63.76,Lending
T0002161,C01233,6/15/2025,51.39,Airtime
T0002162,C02863,6/7/2024,82.31,Transfers
T0002163,C01929,3/18/2024,102.17,Bills
T0002164,C00880,5/28/2024,14.97,Transfers
T0002165,C02002,5/10/2025,33.04,Airtime
T0002166,C01574,1/28/2025,12.11,Savings
T0002167,C01222,1/24/2024,39.83,Bills
T0002168,C00809,2/21/2025,88.9,Transfers
T0002169,C02043,5/12/2024,180.73,Bills
T0002170,C02304,8/7/2024,137.55,Savings
T0002171,C00545,3/13/2024,87.68,Bills
T0002172,C00669,3/29/2025,22.59,Airtime
T0002173,C02097,1/19/2024,93.09,Lending
T0002174,C01770,5/22/2024,84.2,Lending
T0002175,C01881,5/8/2024,64.17,Savings
T0002176,C02481,4/26/2025,29.59,Transfers
T0002177,C02547,6/12/2024,133.56,Airtime
T0002178,C02918,6/5/2024,43.91,Savings
T0002179,C02008,4/6/2025,73.14,Savings
T0002180,C02610,12/27/2024,88.72,Savings
T0002181,C01449,2/9/2025,19.12,Transfers
T0002182,C01796,8/11/2024,89.73,Transfers
T0002183,C02479,4/25/2024,83.03,Bills
T0002184,C01488,3/13/2025,102.01,Lending
T0002185,C01592,7/29/2024,220.06,Transfers
T0002186,C02097,10/16/2024,8.51,Transfers
T0002187,C02567,4/11/2025,95.87,Bills
T0002188,C02825,12/21/2024,57.97,Lending
T0002189,C01570,10/28/2024,21.02,Airtime
T0002190,C00092,5/10/2025,28.96,Transfers
T0002191,C00971,8/20/2024,20.4,Bills
T0002192,C00023,7/2/2024,72.01,Transfers
T0002193,C02299,2/17/2024,114.36,Airtime
T0002194,C01027,8/23/2024,101.9,Lending
T0002195,C01710,3/18/2024,89.02,Airtime
T0002196,C02930,6/10/2025,214.83,Transfers
T0002197,C00172,9/5/2024,96.42,Airtime
T0002198,C00682,12/22/2024,199.75,Transfers
T0002199,C00711,1/11/2024,14.92,Lending
T0002200,C02221,6/2/2025,56.63,Bills
T0002201,C02345,8/25/2024,92.75,Savings
T0002202,C01326,3/30/2024,90.32,Bills
T0002203,C02199,10/1/2024,77.91,Transfers
T0002204,C00630,6/6/2025,59.64,Transfers
T0002205,C01196,5/10/2025,102.94,Bills
T0002206,C02399,1/27/2025,60.28,Airtime
T0002207,C01932,6/1/2025,51.02,Transfers
T0002208,C01765,12/5/2024,73.05,Bills
T0002209,C01309,3/28/2024,55.59,Transfers
T0002210,C00225,1/13/2025,97.94,Savings
T0002211,C00319,2/29/2024,34.91,Bills
T0002212,C00865,7/16/2024,81.42,Bills
T0002213,C02862,1/8/2025,160.17,Lending
T0002214,C01127,4/11/2025,157.74,Transfers
T0002215,C02098,3/22/2024,45.28,Airtime
T0002216,C00533,1/7/2024,111.14,Transfers
T0002217,C02436,12/18/2024,11.4,Savings
T0002218,C00218,3/8/2024,33.01,Airtime
T0002219,C00120,5/12/2024,34.35,Bills
T0002220,C01114,9/25/2024,101.79,Transfers
T0002221,C00539,2/26/2025,49.94,Airtime
T0002222,C00962,2/7/2024,26.18,Transfers
T0002223,C01032,2/9/2024,49.25,Bills
T0002224,C02541,3/2/2024,28.33,Savings
T0002225,C01064,8/12/2024,147.67,Transfers
T0002226,C01666,11/15/2024,66.29,Bills
T0002227,C01001,3/18/2024,86.84,Airtime
T0002228,C00576,2/5/2025,29.08,Transfers
T0002229,C00270,9/2/2024,87.32,Transfers
T0002230,C02885,9/30/2024,82,Transfers
T0002231,C00381,11/9/2024,46.59,Bills
T0002232,C00682,2/17/2025,27.85,Savings
T0002233,C00841,3/18/2025,80.52,Savings
T0002234,C01596,7/8/2024,45.55,Bills
T0002235,C02170,1/24/2024,25.96,Bills
T0002236,C02515,7/6/2024,23.72,Bills
T0002237,C00880,8/2/2024,41.8,Lending
T0002238,C02420,6/16/2024,28.76,Transfers
T0002239,C02026,1/6/2025,145.71,Savings
T0002240,C02287,10/10/2024,58.68,Airtime
T0002241,C02788,5/8/2025,28.89,Airtime
T0002242,C02753,1/11/2025,63.94,Airtime
T0002243,C01691,5/14/2025,46.8,Airtime
T0002244,C02949,7/30/2024,86.25,Bills
T0002245,C02528,2/7/2024,207.88,Bills
T0002246,C01406,11/1/2024,122.5,Bills
T0002247,C00947,5/31/2024,17.77,Transfers
T0002248,C02667,9/18/2024,69.12,Transfers
T0002249,C01864,12/31/2024,128.36,Transfers
T0002250,C02833,1/2/2025,67.03,Savings
T0002251,C00119,4/1/2024,36.31,Transfers
T0002252,C00281,2/3/2025,47.76,Lending
T0002253,C02213,6/30/2024,62.31,Bills
T0002254,C02735,5/29/2025,53.33,Airtime
T0002255,C00155,10/13/2024,36.73,Transfers
T0002256,C02222,6/18/2024,74.17,Airtime
T0002257,C02117,3/27/2025,24.94,Bills
T0002258,C00495,6/14/2025,122.54,Transfers
T0002259,C00202,9/25/2024,19.08,Bills
T0002260,C00883,2/14/2024,78.58,Lending
T0002261,C01113,11/6/2024,83.02,Lending
T0002262,C01034,6/4/2024,19.42,Airtime
T0002263,C00808,1/25/2025,13.87,Bills
T0002264,C02465,6/20/2025,27.67,Bills
T0002265,C02846,11/29/2024,93.86,Transfers
T0002266,C00286,2/29/2024,54,Transfers
T0002267,C00440,12/11/2024,35.11,Transfers
T0002268,C00899,5/26/2025,33.51,Transfers
T0002269,C01094,1/27/2024,48.01,Savings
T0002270,C00049,3/27/2025,101.69,Savings
T0002271,C00822,1/28/2025,38.43,Transfers
T0002272,C01911,6/22/2025,96.75,Transfers
T0002273,C01449,12/3/2024,62.51,Bills
T0002274,C02971,6/18/2024,34.61,Transfers
T0002275,C02764,5/31/2024,88,Savings
T0002276,C02161,8/11/2024,176.2,Transfers
T0002277,C00855,6/17/2025,125.42,Bills
T0002278,C02660,4/5/2025,51.32,Transfers
T0002279,C00421,3/1/2025,60.77,Bills
T0002280,C00266,12/1/2024,88.25,Transfers
T0002281,C01121,1/23/2025,38.4,Bills
T0002282,C02741,12/4/2024,38.85,Transfers
T0002283,C02443,3/8/2025,36.01,Lending
T0002284,C02130,2/15/2024,25.66,Airtime
T0002285,C02463,4/30/2024,31.27,Lending
T0002286,C01738,2/7/2025,50.33,Transfers
T0002287,C01378,3/3/2024,88.62,Transfers
T0002288,C01344,6/4/2025,30.44,Bills
T0002289,C00296,3/30/2025,175.19,Lending
T0002290,C00009,2/19/2024,76.74,Transfers
T0002291,C01430,6/17/2025,49.98,Bills
T0002292,C00634,8/10/2024,65.59,Lending
T0002293,C02441,6/27/2024,82.77,Lending
T0002294,C00949,4/26/2025,18.57,Bills
T0002295,C00953,11/1/2024,92.58,Bills
T0002296,C01249,8/8/2024,92.45,Transfers
T0002297,C01748,5/2/2024,44.43,Lending
T0002298,C01930,6/25/2025,108.72,Airtime
T0002299,C01762,2/9/2024,30.99,Savings
T0002300,C02803,4/8/2024,35.19,Savings
T0002301,C02200,12/10/2024,118.52,Airtime
T0002302,C00832,1/1/2025,114.56,Transfers
T0002303,C00559,12/17/2024,38.16,Airtime
T0002304,C00366,4/22/2024,64.16,Transfers
T0002305,C00150,9/8/2024,15.51,Airtime
T0002306,C01628,11/4/2024,19.29,Airtime
T0002307,C01271,3/15/2024,54.53,Transfers
T0002308,C01627,4/19/2025,55.29,Savings
T0002309,C02677,4/5/2025,63.45,Bills
T0002310,C01969,3/18/2025,23.35,Transfers
T0002311,C02259,3/10/2024,51.58,Bills
T0002312,C01471,2/4/2024,13.8,Airtime
T0002313,C00238,3/22/2024,43.53,Bills
T0002314,C00851,4/3/2025,45.37,Savings
T0002315,C02804,12/19/2024,68.07,Bills
T0002316,C01950,12/3/2024,223.89,Bills
T0002317,C02554,11/7/2024,86.22,Lending
T0002318,C00048,1/30/2025,60.87,Bills
T0002319,C02160,1/21/2024,17.73,Lending
T0002320,C02938,3/17/2024,53.55,Bills
T0002321,C02150,12/19/2024,31.75,Lending
T0002322,C01993,4/13/2024,57.55,Savings
T0002323,C01976,3/7/2024,48.87,Transfers
T0002324,C00765,4/14/2025,44.7,Savings
T0002325,C02471,12/15/2024,28.3,Lending
T0002326,C02787,5/17/2025,19.19,Bills
T0002327,C02720,11/8/2024,153.16,Airtime
T0002328,C02727,1/22/2025,39.49,Lending
T0002329,C00094,11/1/2024,43.34,Lending
T0002330,C01210,7/11/2024,174.73,Transfers
T0002331,C01879,7/5/2024,72.79,Bills
T0002332,C01557,11/19/2024,115.65,Bills
T0002333,C01522,2/10/2024,26.73,Airtime
T0002334,C02901,8/4/2024,36.66,Bills
T0002335,C01007,3/22/2025,80.27,Transfers
T0002336,C01726,2/18/2024,83.81,Transfers
T0002337,C00745,2/25/2024,70.44,Transfers
T0002338,C02019,5/5/2025,114.89,Lending
T0002339,C02586,6/8/2024,59.75,Bills
T0002340,C02194,2/21/2025,83.19,Airtime
T0002341,C01608,6/1/2024,44.47,Lending
T0002342,C00843,11/14/2024,43.49,Airtime
T0002343,C02806,11/9/2024,36.5,Lending
T0002344,C00328,12/11/2024,92.84,Savings
T0002345,C00708,8/30/2024,84.12,Savings
T0002346,C00114,9/23/2024,20.97,Transfers
T0002347,C01626,11/14/2024,56.96,Lending
T0002348,C01998,11/3/2024,48.4,Bills
T0002349,C00443,6/9/2025,81.79,Airtime
T0002350,C01596,5/31/2024,27.42,Bills
T0002351,C02800,7/20/2024,107.17,Transfers
T0002352,C00406,4/13/2025,128.51,Transfers
T0002353,C02802,3/5/2024,9.54,Transfers
T0002354,C01870,12/11/2024,104.78,Savings
T0002355,C00833,1/20/2025,117.42,Bills
T0002356,C02983,7/10/2024,33.46,Airtime
T0002357,C00532,5/1/2024,74.17,Lending
T0002358,C02536,8/3/2024,103.94,Savings
T0002359,C02646,6/23/2024,113.92,Bills
T0002360,C00508,9/14/2024,27.62,Transfers
T0002361,C00790,5/6/2025,66.39,Transfers
T0002362,C01344,9/27/2024,31.77,Airtime
T0002363,C00641,5/13/2024,114.97,Bills
T0002364,C01631,4/8/2024,27.73,Transfers
T0002365,C00497,8/22/2024,81.46,Bills
T0002366,C00349,12/7/2024,118.25,Transfers
T0002367,C00639,2/5/2024,83,Savings
T0002368,C02249,7/16/2024,60.07,Transfers
T0002369,C01534,6/3/2025,40.7,Lending
T0002370,C01500,6/7/2024,113.17,Savings
T0002371,C02523,4/1/2024,114.16,Savings
T0002372,C02046,3/16/2024,159.76,Lending
T0002373,C02599,8/22/2024,34.51,Lending
T0002374,C00431,1/11/2024,118.3,Bills
T0002375,C01882,3/4/2025,100.75,Bills
T0002376,C01138,6/14/2024,32.27,Transfers
T0002377,C01179,4/23/2024,28.33,Lending
T0002378,C02234,12/2/2024,47.54,Transfers
T0002379,C01625,4/14/2025,91.66,Lending
T0002380,C00629,5/8/2024,130.8,Bills
T0002381,C00628,5/25/2025,88.71,Airtime
T0002382,C01287,1/14/2025,32.87,Airtime
T0002383,C01591,3/18/2024,37.8,Transfers
T0002384,C01498,3/17/2024,13.24,Savings
T0002385,C00795,6/20/2024,23.22,Transfers
T0002386,C01065,4/17/2025,49.03,Airtime
T0002387,C01819,8/22/2024,85.69,Transfers
T0002388,C02512,6/27/2024,76.22,Bills
T0002389,C01997,1/22/2024,109.98,Bills
T0002390,C00193,11/1/2024,94.75,Transfers
T0002391,C00599,9/23/2024,64.41,Bills
T0002392,C02309,10/13/2024,99.5,Bills
T0002393,C00150,3/10/2024,35.83,Airtime
T0002394,C02301,5/11/2024,36.99,Bills
T0002395,C00554,1/1/2025,54.52,Bills
T0002396,C00210,12/28/2024,78.06,Transfers
T0002397,C01980,9/15/2024,298.11,Bills
T0002398,C01895,6/30/2025,29.43,Transfers
T0002399,C02859,7/6/2024,73.86,Airtime
T0002400,C02944,7/27/2024,35.5,Airtime
T0002401,C00711,12/23/2024,52.19,Savings
T0002402,C01285,3/24/2024,82.87,Bills
T0002403,C00307,3/8/2025,42.19,Airtime
T0002404,C01396,2/19/2024,45.02,Transfers
T0002405,C00711,6/12/2024,89.44,Savings
T0002406,C01847,7/14/2024,52.35,Transfers
T0002407,C01855,5/18/2025,47.02,Airtime
T0002408,C01617,1/28/2025,27.05,Savings
T0002409,C02777,11/17/2024,225.61,Airtime
T0002410,C01836,2/8/2025,56.38,Lending
T0002411,C01806,6/22/2024,29.75,Bills
T0002412,C02226,4/5/2025,126.47,Bills
T0002413,C00058,6/17/2025,97.1,Airtime
T0002414,C00728,12/5/2024,18.93,Transfers
T0002415,C00398,11/5/2024,35.18,Transfers
T0002416,C00709,4/7/2025,106.59,Savings
T0002417,C00923,7/15/2024,168.01,Airtime
T0002418,C02893,5/5/2024,81.07,Savings
T0002419,C02552,3/31/2025,38.26,Airtime
T0002420,C01316,5/1/2024,42.82,Lending
T0002421,C02657,8/15/2024,40.56,Bills
T0002422,C00485,6/26/2024,166.19,Savings
T0002423,C01527,10/16/2024,30.77,Savings
T0002424,C00700,2/1/2025,29.29,Transfers
T0002425,C02374,3/20/2025,44.36,Bills
T0002426,C02885,7/9/2024,51.21,Airtime
T0002427,C01845,12/25/2024,208.92,Bills
T0002428,C02722,4/24/2024,87.92,Savings
T0002429,C02339,11/26/2024,72.45,Bills
T0002430,C02993,8/25/2024,76.26,Savings
T0002431,C01744,10/3/2024,100.43,Savings
T0002432,C02608,6/21/2025,39.02,Bills
T0002433,C00993,8/29/2024,77.45,Transfers
T0002434,C02340,4/11/2024,24.14,Lending
T0002435,C00804,6/9/2025,231.78,Transfers
T0002436,C00121,6/5/2025,34.25,Savings
T0002437,C02499,4/15/2024,101.01,Transfers
T0002438,C02914,5/27/2025,61.22,Airtime
T0002439,C01981,6/8/2024,60.67,Airtime
T0002440,C02840,5/6/2025,161.02,Transfers
T0002441,C01092,7/23/2024,46.61,Lending
T0002442,C02343,1/30/2025,20.42,Transfers
T0002443,C01862,2/3/2025,28.14,Savings
T0002444,C00817,1/12/2025,120.37,Airtime
T0002445,C01178,9/21/2024,62.84,Transfers
T0002446,C02691,4/15/2025,33.64,Transfers
T0002447,C01422,2/15/2025,56.69,Lending
T0002448,C02127,3/7/2025,53.39,Transfers
T0002449,C02150,8/14/2024,11.75,Airtime
T0002450,C00224,10/7/2024,69.1,Airtime
T0002451,C01544,8/24/2024,92.73,Transfers
T0002452,C00749,1/1/2024,136.11,Transfers
T0002453,C00306,2/8/2024,33.49,Savings
T0002454,C01434,9/20/2024,58.55,Transfers
T0002455,C02777,6/17/2024,54.36,Lending
T0002456,C01475,6/3/2024,111.65,Lending
T0002457,C01718,4/1/2025,124.93,Airtime
T0002458,C02247,2/5/2025,17.59,Bills
T0002459,C01260,5/9/2024,61.18,Transfers
T0002460,C00539,9/4/2024,28.36,Savings
T0002461,C00613,3/14/2025,51.23,Lending
T0002462,C02459,10/4/2024,76.1,Bills
T0002463,C02588,5/11/2025,34.33,Bills
T0002464,C01415,3/8/2024,27.28,Lending
T0002465,C01631,8/27/2024,48.45,Transfers
T0002466,C01128,2/18/2024,247.38,Bills
T0002467,C00908,6/22/2025,99.48,Airtime
T0002468,C02538,12/10/2024,37.34,Savings
T0002469,C02167,1/9/2025,74.09,Transfers
T0002470,C00995,1/9/2024,41.58,Transfers
T0002471,C02369,4/16/2025,47.44,Savings
T0002472,C00978,11/9/2024,107.4,Transfers
T0002473,C01856,2/16/2025,98.32,Bills
T0002474,C00945,10/1/2024,99.08,Transfers
T0002475,C00862,9/21/2024,12.05,Transfers
T0002476,C00150,2/2/2024,85.66,Savings
T0002477,C02876,6/25/2024,132.59,Transfers
T0002478,C00064,6/7/2024,146.27,Airtime
T0002479,C00338,1/7/2025,33.41,Transfers
T0002480,C01780,8/29/2024,17.11,Bills
T0002481,C02945,7/12/2024,134.29,Transfers
T0002482,C02516,3/18/2025,36.83,Savings
T0002483,C01190,11/10/2024,65.92,Bills
T0002484,C00220,4/12/2025,73.79,Savings
T0002485,C01547,11/10/2024,40.27,Bills
T0002486,C02583,3/4/2025,63.96,Lending
T0002487,C01632,6/7/2025,35.61,Transfers
T0002488,C02743,3/29/2024,75.16,Bills
T0002489,C01427,2/18/2024,41.41,Transfers
T0002490,C00410,5/13/2025,63.27,Transfers
T0002491,C01233,6/6/2025,40.65,Transfers
T0002492,C00404,4/30/2025,67.7,Lending
T0002493,C00060,11/15/2024,58.09,Bills
T0002494,C01710,9/29/2024,43.22,Transfers
T0002495,C01443,4/19/2025,24.28,Transfers
T0002496,C01680,3/6/2024,60.33,Transfers
T0002497,C02922,1/7/2025,82.48,Savings
T0002498,C00589,9/14/2024,57.35,Transfers
T0002499,C00077,6/12/2025,38.42,Transfers
T0002500,C02662,4/21/2024,99.84,Transfers
T0002501,C01524,5/1/2024,29.77,Transfers
T0002502,C00283,3/31/2024,95.3,Savings
T0002503,C00090,4/9/2025,39.11,Transfers
T0002504,C02264,8/18/2024,75.42,Savings
T0002505,C02788,11/7/2024,30.64,Lending
T0002506,C01732,6/24/2024,50.28,Bills
T0002507,C00628,2/17/2025,57.72,Transfers
T0002508,C02406,12/22/2024,114.87,Bills
T0002509,C02991,9/27/2024,35.97,Airtime
T0002510,C02766,4/16/2025,22.31,Bills
T0002511,C01451,8/16/2024,14.49,Transfers
T0002512,C00278,5/18/2024,66.02,Bills
T0002513,C00908,12/18/2024,85,Transfers
T0002514,C01655,1/24/2024,213.09,Lending
T0002515,C00426,6/5/2025,41.29,Transfers
T0002516,C02186,2/1/2024,36.51,Airtime
T0002517,C02852,5/28/2024,70.76,Bills
T0002518,C00938,1/26/2024,87.19,Airtime
T0002519,C01540,1/7/2025,35.82,Transfers
T0002520,C01209,2/4/2025,91.47,Bills
T0002521,C01979,1/29/2025,38.36,Transfers
T0002522,C02629,8/9/2024,101.22,Bills
T0002523,C01586,10/20/2024,49.25,Savings
T0002524,C00468,1/3/2024,51.89,Transfers
T0002525,C00924,10/13/2024,117.31,Transfers
T0002526,C02498,6/30/2024,176.05,Airtime
T0002527,C01977,3/7/2024,124.3,Savings
T0002528,C00291,8/29/2024,42.53,Savings
T0002529,C00432,6/29/2024,65.55,Transfers
T0002530,C02151,1/6/2025,130.49,Lending
T0002531,C00301,8/15/2024,34.57,Transfers
T0002532,C00116,4/3/2025,22.05,Transfers
T0002533,C00976,4/7/2024,122.02,Transfers
T0002534,C00671,9/23/2024,103.03,Transfers
T0002535,C00601,12/27/2024,13.3,Airtime
T0002536,C02812,3/19/2024,126.1,Savings
T0002537,C01030,12/11/2024,78.16,Transfers
T0002538,C02623,1/9/2024,50.66,Transfers
T0002539,C01065,6/28/2024,131.49,Savings
T0002540,C00913,5/25/2024,107.68,Airtime
T0002541,C01978,3/2/2025,28.59,Transfers
T0002542,C02717,2/12/2025,78.07,Transfers
T0002543,C02006,5/25/2025,29,Transfers
T0002544,C02932,10/28/2024,270.82,Bills
T0002545,C01940,7/18/2024,67.04,Transfers
T0002546,C00149,6/13/2024,71.95,Bills
T0002547,C01474,5/30/2025,103.13,Airtime
T0002548,C02814,6/23/2024,55.44,Transfers
T0002549,C02633,6/26/2025,24.84,Bills
T0002550,C02938,12/23/2024,51.8,Savings
T0002551,C02238,5/6/2024,89.14,Lending
T0002552,C02335,6/8/2025,47.68,Bills
T0002553,C01956,12/12/2024,138,Airtime
T0002554,C00166,4/5/2025,19.57,Savings
T0002555,C02391,6/12/2025,67.94,Bills
T0002556,C02925,6/4/2024,58.13,Transfers
T0002557,C00771,5/2/2025,21.76,Lending
T0002558,C00751,10/9/2024,97.9,Lending
T0002559,C02782,8/2/2024,56.3,Airtime
T0002560,C02948,6/28/2025,68.87,Transfers
T0002561,C01484,6/30/2024,30.06,Transfers
T0002562,C00644,5/2/2025,33.95,Savings
T0002563,C01138,3/20/2024,56.43,Bills
T0002564,C00265,6/24/2025,122.24,Transfers
T0002565,C01129,4/30/2024,124.37,Airtime
T0002566,C02542,9/15/2024,42.4,Lending
T0002567,C00049,3/1/2024,72.23,Savings
T0002568,C00440,3/18/2025,22.84,Transfers
T0002569,C02811,9/27/2024,30.65,Savings
T0002570,C01143,5/20/2025,37.91,Savings
T0002571,C02901,11/24/2024,110.9,Transfers
T0002572,C01949,11/5/2024,34.48,Transfers
T0002573,C00348,1/5/2025,57.23,Bills
T0002574,C00745,1/27/2025,67.64,Bills
T0002575,C00861,6/29/2024,36.42,Transfers
T0002576,C01596,1/29/2024,80.4,Transfers
T0002577,C02846,3/20/2024,21.79,Transfers
T0002578,C02474,10/29/2024,136.81,Transfers
T0002579,C00218,3/12/2025,44.16,Bills
T0002580,C02203,12/18/2024,59.92,Bills
T0002581,C02162,1/22/2025,51.64,Transfers
T0002582,C01845,9/29/2024,74.23,Bills
T0002583,C00748,5/24/2024,132.35,Transfers
T0002584,C01382,2/22/2024,65.5,Bills
T0002585,C02428,2/26/2025,52.55,Bills
T0002586,C00185,3/21/2025,33.49,Bills
T0002587,C01089,2/6/2024,95.29,Transfers
T0002588,C00914,12/8/2024,68.26,Transfers
T0002589,C02766,6/27/2025,60.18,Bills
T0002590,C00990,8/29/2024,139.83,Bills
T0002591,C01020,12/25/2024,140.28,Savings
T0002592,C02963,6/27/2024,123.88,Bills
T0002593,C00483,2/5/2025,48.88,Bills
T0002594,C02832,3/2/2025,39.55,Transfers
T0002595,C01693,7/21/2024,19.76,Bills
T0002596,C02458,11/28/2024,33.93,Transfers
T0002597,C00454,4/10/2025,38.99,Airtime
T0002598,C01892,6/6/2025,43.26,Transfers
T0002599,C02517,6/21/2024,47.05,Airtime
T0002600,C01145,5/2/2024,49.39,Bills
T0002601,C00217,4/4/2025,119.53,Bills
T0002602,C02249,2/29/2024,53.27,Transfers
T0002603,C01360,6/16/2024,10.39,Transfers
T0002604,C02859,10/13/2024,127.74,Transfers
T0002605,C02150,2/5/2024,44.32,Airtime
T0002606,C00826,10/7/2024,68.3,Transfers
